player_ID,Player,lg_ID,year_ID,Pos,Age,Tm,G,MP,OWS,DWS,WS,WSAA
mensapo01,Pops Mensah-Bonsu,NBA,2009,PF,25,SAS,3,20,0.1,0.1,0.2,0.157441298
ahearbl01,Blake Ahearn,NBA,2009,PG,24,SAS,3,19,0,0,0.1,0.059569234
willima04,Marcus Williams,NBA,2009,PF,22,SAS,2,3,0,0,0,-0.006383805
boshch01,Chris Bosh,NBA,2009,C,24,TOR,77,2928,6.6,3.1,9.7,3.469406099
parkean01,Anthony Parker,NBA,2009,SG,33,TOR,80,2637,1.4,2,3.4,-2.211364794
bargnan01,Andrea Bargnani,NBA,2009,PF,23,TOR,78,2453,1.8,2,3.9,-1.31982474
caldejo01,Jose Calderon,NBA,2009,PG,27,TOR,68,2333,6.2,1.3,7.5,2.535527469
kaponja01,Jason Kapono,NBA,2009,SG,27,TOR,80,1831,0.3,0.5,0.8,-3.096249123
grahajo01,Joey Graham,NBA,2009,SF,26,TOR,78,1541,1.1,1.1,2.2,-1.079147952
moonja01,Jamario Moon,NBA,2009,SF,28,TOR,54,1379,1.7,1.7,3.4,0.465577531
onealje01,Jermaine O'Neal,NBA,2009,C,30,TOR,41,1216,-0.1,1.4,1.4,-1.187569052
mariosh01,Shawn Marion,NBA,2009,SF,30,TOR,27,954,0.7,1,1.6,-0.430050062
ukicro01,Roko Ukic,NBA,2009,PG,24,TOR,72,890,-0.8,0.4,-0.4,-2.293862217
solomwi01,Will Solomon,NBA,2009,PG,30,TOR,39,544,0,0.3,0.4,-0.757596681
humphkr01,Kris Humphries,NBA,2009,SF,23,TOR,29,265,0.4,0.3,0.7,0.136097205
mensapo01,Pops Mensah-Bonsu,NBA,2009,PF,25,TOR,19,263,-0.1,0.3,0.2,-0.359646925
voskuja01,Jake Voskuhl,NBA,2009,C,31,TOR,38,240,-0.5,0.2,-0.3,-0.810704418
obryapa01,Patrick O'Bryant,NBA,2009,C,22,TOR,13,147,0,0.2,0.2,-0.112806456
doubyqu01,Quincy Douby,NBA,2009,PG,24,TOR,7,73,0.1,0,0.2,0.044660739
adamsha01,Hassan Adams,NBA,2009,SG,24,TOR,12,52,-0.2,0,-0.2,-0.310652624
banksma01,Marcus Banks,NBA,2009,PG,27,TOR,6,40,-0.1,0,-0.1,-0.185117403
jawaina01,Nathan Jawai,NBA,2009,PF,22,TOR,6,19,-0.1,0,-0.1,-0.140430766
brewero02,Ronnie Brewer,NBA,2009,SF,23,UTA,81,2605,3.9,2.9,6.8,1.256729128
willide01,Deron Williams,NBA,2009,PG,24,UTA,68,2505,6.5,1.9,8.4,3.069522636
okurme01,Mehmet Okur,NBA,2009,C,29,UTA,72,2409,4.5,2.9,7.4,2.273804403
millspa01,Paul Millsap,NBA,2009,PF,23,UTA,76,2290,4.5,3.3,7.7,2.827028677
korveky01,Kyle Korver,NBA,2009,SF,27,UTA,78,1874,1.9,1.8,3.7,-0.287750332
kirilan01,Andrei Kirilenko,NBA,2009,PF,27,UTA,67,1831,2,2.6,4.6,0.703750877
milescj01,C.J. Miles,NBA,2009,SG,21,UTA,72,1623,1.6,1.3,2.9,-0.553638628
boozeca01,Carlos Boozer,NBA,2009,PF,27,UTA,37,1197,0.9,1.7,2.6,0.052861714
knighbr01,Brevin Knight,NBA,2009,PG,33,UTA,74,938,-0.6,1.3,0.7,-1.296003101
pricero01,Ronnie Price,NBA,2009,PG,25,UTA,52,738,-0.7,0.8,0.1,-1.470416086
harprma01,Matt Harpring,NBA,2009,SG,32,UTA,63,693,0.4,0.8,1.2,-0.274659007
koufoko01,Kosta Koufos,NBA,2009,C,19,UTA,48,565,0.6,0.7,1.3,0.097716682
almonmo01,Morris Almond,NBA,2009,SG,23,UTA,25,255,-0.1,0.2,0.1,-0.442623444
collija03,Jarron Collins,NBA,2009,C,30,UTA,26,201,0.1,0.1,0.2,-0.22771495
fesenky01,Kyrylo Fesenko,NBA,2009,C,22,UTA,21,156,0,0.3,0.3,-0.031957872
jamisan01,Antawn Jamison,NBA,2009,PF,32,WAS,81,3096,6.6,1.6,8.1,1.511913006
butleca01,Caron Butler,NBA,2009,SG,28,WAS,67,2585,3.4,1.1,4.5,-1.00071217
mcguido01,Dominic McGuire,NBA,2009,SF,23,WAS,79,2072,0.5,1.3,1.7,-2.709081477
youngni01,Nick Young,NBA,2009,SG,23,WAS,82,1837,1.2,-0.1,1.2,-2.709016734
blatcan01,Andray Blatche,NBA,2009,C,22,WAS,71,1703,0.2,1.2,1.4,-2.223873434
jamesmi01,Mike James,NBA,2009,PG,33,WAS,53,1575,-0.1,0,-0.1,-3.451497744
songada01,Darius Songaila,NBA,2009,C,30,WAS,77,1521,1.8,0.7,2.4,-0.83658925
mcgeeja01,JaVale McGee,NBA,2009,C,21,WAS,75,1143,1.1,0.9,2,-0.432229791
crittja01,Javaris Crittenton,NBA,2009,PG,21,WAS,56,1130,-0.3,0.3,0,-2.404566635
stevede01,DeShawn Stevenson,NBA,2009,SG,27,WAS,32,886,-0.6,0,-0.6,-2.485350477
dixonju01,Juan Dixon,NBA,2009,PG,30,WAS,50,816,-0.8,0.2,-0.5,-2.236395022
thomaet01,Etan Thomas,NBA,2009,C,30,WAS,26,306,0,0.1,0.1,-0.551148133
daniean01,Antonio Daniels,NBA,2009,PG,33,WAS,13,288,0.3,0,0.3,-0.312845302
pecheol01,Oleksiy Pecherov,NBA,2009,C,23,WAS,32,277,0.4,0.1,0.5,-0.089438016
brownde03,Dee Brown,NBA,2009,PG,24,WAS,17,233,-0.1,0.1,0,-0.495808873
haywobr01,Brendan Haywood,NBA,2009,C,29,WAS,6,175,0,0.2,0.2,-0.172388638
arenagi01,Gilbert Arenas,NBA,2009,PG,27,WAS,2,63,0.2,0,0.2,0.06594009
johnsjo02,Joe Johnson,NBA,2008,SG,26,ATL,82,3343,5.3,1.7,7,-0.108324385
smithjo03,Josh Smith,NBA,2008,PF,22,ATL,81,2873,1.2,4.6,5.8,-0.308948835
willima02,Marvin Williams,NBA,2008,SF,21,ATL,80,2765,3.6,2.1,5.7,-0.179305092
horfoal01,Al Horford,NBA,2008,C,21,ATL,81,2540,2.4,3,5.5,0.099119373
childjo01,Josh Childress,NBA,2008,SF,24,ATL,76,2274,6,1.5,7.6,2.764723407
johnsan02,Anthony Johnson,NBA,2008,PG,33,ATL,42,1121,1.1,0.7,1.8,-0.583617001
bibbymi01,Mike Bibby,NBA,2008,PG,29,ATL,33,1100,1.1,0.6,1.7,-0.638964051
pachuza01,Zaza Pachulia,NBA,2008,C,23,ATL,62,944,0.2,0.9,1.1,-0.907256422
lawac01,Acie Law,NBA,2008,PG,23,ATL,56,865,-0.5,0.4,-0.1,-1.939276277
luety01,Tyronn Lue,NBA,2008,PG,30,ATL,33,564,0.8,0.2,1,-0.199250659
willish02,Shelden Williams,NBA,2008,PF,24,ATL,36,414,0,0.5,0.5,-0.380301016
stoudsa01,Salim Stoudamire,NBA,2008,PG,25,ATL,35,402,0.1,0.1,0.3,-0.554785044
westma02,Mario West,NBA,2008,SG,23,ATL,64,269,0.2,0.2,0.5,-0.071983027
wrighlo02,Lorenzen Wright,NBA,2008,C,32,ATL,13,148,-0.1,0.2,0.1,-0.214696981
jonesso01,Solomon Jones,NBA,2008,PF,23,ATL,35,145,-0.1,0.1,0,-0.308317989
richaje01,Jeremy Richardson,NBA,2008,SF,23,ATL,19,88,-0.1,0,-0.1,-0.287117124
piercpa01,Paul Pierce,NBA,2008,SF,30,BOS,80,2874,6.7,5.7,12.4,6.288924834
allenra02,Ray Allen,NBA,2008,SG,32,BOS,73,2624,5.6,4.1,9.7,4.120507573
garneke01,Kevin Garnett,NBA,2008,PF,31,BOS,71,2328,6.6,6.2,12.9,7.949901535
rondora01,Rajon Rondo,NBA,2008,PG,21,BOS,77,2306,2.3,4.9,7.2,2.296680816
perkike01,Kendrick Perkins,NBA,2008,C,23,BOS,78,1912,1.9,4.3,6.2,2.134455213
poseyja01,James Posey,NBA,2008,PF,31,BOS,74,1821,2.2,4,6.2,2.32795133
houseed01,Eddie House,NBA,2008,PG,29,BOS,78,1480,1.1,2.8,3.9,0.753030186
allento01,Tony Allen,NBA,2008,SG,26,BOS,75,1373,-0.1,2.8,2.7,-0.219452402
davisgl01,Glen Davis,NBA,2008,C,22,BOS,69,940,0.6,1.9,2.5,0.501248902
powele01,Leon Powe,NBA,2008,C,24,BOS,56,809,2.7,1.6,4.3,2.579798257
scalabr01,Brian Scalabrine,NBA,2008,PF,29,BOS,48,512,-0.3,0.9,0.6,-0.488681449
cassesa01,Sam Cassell,NBA,2008,PG,38,BOS,17,299,-0.1,0.5,0.4,-0.235772956
brownpj01,P.J. Brown,NBA,2008,PF,38,BOS,18,209,0,0.5,0.5,0.05559683
pollasc01,Scot Pollard,NBA,2008,C,32,BOS,22,173,0.3,0.3,0.6,0.232144745
pruitga01,Gabe Pruitt,NBA,2008,PG,21,BOS,15,95,-0.1,0.2,0.1,-0.102001441
richaja01,Jason Richardson,NBA,2008,SF,27,CHA,82,3149,4.8,2.6,7.4,0.704183821
feltora01,Raymond Felton,NBA,2008,PG,23,CHA,79,2972,2,1.4,3.4,-2.9194556
okafoem01,Emeka Okafor,NBA,2008,C,25,CHA,82,2718,2.2,3.6,5.8,0.020632463
wallage01,Gerald Wallace,NBA,2008,PF,25,CHA,62,2376,1.8,2.8,4.6,-0.45216235
carroma01,Matt Carroll,NBA,2008,SG,27,CHA,80,2016,1.9,1,3,-1.286683206
mohamna01,Nazr Mohammed,NBA,2008,C,30,CHA,61,1422,1.3,1.6,2.8,-0.223642619
mcinnje01,Jeff McInnis,NBA,2008,PG,33,CHA,54,1410,-0.2,0.3,0.1,-2.898126647
dudleja01,Jared Dudley,NBA,2008,PF,22,CHA,73,1384,1.8,1.1,2.9,-0.042842043
boykiea01,Earl Boykins,NBA,2008,PG,31,CHA,36,577,-0.1,0.1,0,-1.226892961
holliry01,Ryan Hollins,NBA,2008,PF,23,CHA,60,532,0.6,0.4,1.1,-0.031208068
anderde01,Derek Anderson,NBA,2008,SG,33,CHA,28,396,0,0.3,0.3,-0.542027058
davidje01,Jermareo Davidson,NBA,2008,SF,23,CHA,38,322,-0.4,0.3,-0.1,-0.784678568
brezepr01,Primoz Brezec,NBA,2008,C,28,CHA,20,267,-0.4,0.1,-0.3,-0.867730365
herrmwa01,Walter Herrmann,NBA,2008,PF,28,CHA,17,174,0.1,0.1,0.2,-0.169981586
harriot01,Othella Harrington,NBA,2008,C,34,CHA,22,166,-0.2,0.1,0,-0.352970939
hinriki01,Kirk Hinrich,NBA,2008,PG,27,CHI,75,2380,1.5,2.1,3.6,-1.460667674
gordobe01,Ben Gordon,NBA,2008,SG,24,CHI,72,2291,3.6,1.4,5.1,0.228575781
denglu01,Luol Deng,NBA,2008,SF,22,CHI,63,2128,2.4,1.9,4.4,-0.124832274
nocioan01,Andres Nocioni,NBA,2008,SF,28,CHI,82,2021,1.5,1.8,3.3,-0.997314861
wallabe01,Ben Wallace,NBA,2008,C,33,CHI,50,1627,0,2.5,2.4,-1.059540465
noahjo01,Joakim Noah,NBA,2008,C,22,CHI,74,1534,1.5,2.3,3.8,0.538208314
duhonch01,Chris Duhon,NBA,2008,PG,25,CHI,66,1490,1.3,1,2.3,-0.868233124
sefolth01,Thabo Sefolosha,NBA,2008,SG,23,CHI,69,1436,-0.3,1.8,1.5,-1.553411252
thomaty01,Tyrus Thomas,NBA,2008,PF,21,CHI,74,1330,0.4,2.1,2.4,-0.428020171
smithjo02,Joe Smith,NBA,2008,PF,32,CHI,50,1146,1.5,1.1,2.6,0.163224725
hughela01,Larry Hughes,NBA,2008,SG,29,CHI,28,810,-0.1,0.8,0.7,-1.022328074
grayaa01,Aaron Gray,NBA,2008,C,23,CHI,61,613,0.1,0.8,0.8,-0.503440876
goodedr01,Drew Gooden,NBA,2008,PF,26,CHI,18,558,0.6,0.8,1.3,0.113507327
griffad01,Adrian Griffin,NBA,2008,SG,33,CHI,22,222,-0.3,0.2,0,-0.472045472
khryavi01,Viktor Khryapa,NBA,2008,PF,25,CHI,9,105,-0.1,0.1,0,-0.22326475
gardnth01,Thomas Gardner,NBA,2008,SG,22,CHI,4,45,-0.1,0,-0.1,-0.195684893
nichode01,Demetris Nichols,NBA,2008,SF,23,CHI,11,30,-0.1,0,0,-0.063789929
brownsh01,Shannon Brown,NBA,2008,SG,22,CHI,6,22,-0.3,0,-0.3,-0.346779281
simmoce01,Cedric Simmons,NBA,2008,PF,22,CHI,7,19,-0.2,0,-0.1,-0.140400288
jamesle01,LeBron James,NBA,2008,SF,23,CLE,75,3027,10.7,4.6,15.2,8.763596197
ilgauzy01,Zydrunas Ilgauskas,NBA,2008,C,32,CLE,73,2222,2.9,3.2,6.1,1.375292617
gibsoda01,Daniel Gibson,NBA,2008,PG,21,CLE,58,1765,2.7,1.4,4.1,0.347025863
brownde02,Devin Brown,NBA,2008,SG,29,CLE,78,1762,0.6,1.7,2.4,-1.346595144
goodedr01,Drew Gooden,NBA,2008,PF,26,CLE,51,1564,-0.1,2.1,2,-1.325581615
jonesda01,Damon Jones,NBA,2008,SG,31,CLE,67,1336,2.4,0.7,3,0.159221843
varejan01,Anderson Varejao,NBA,2008,C,25,CLE,48,1320,0.5,1.9,2.4,-0.406756861
hughela01,Larry Hughes,NBA,2008,PG,29,CLE,40,1210,-0.4,1.5,1.1,-1.472860456
pavloal01,Sasha Pavlovic,NBA,2008,SG,24,CLE,51,1188,-0.8,0.9,0.2,-2.326081175
westde01,Delonte West,NBA,2008,PG,24,CLE,26,806,0.8,0.9,1.7,-0.01382275
newblir01,Ira Newble,NBA,2008,SG,33,CLE,41,650,0.1,0.8,0.9,-0.482115121
smithjo02,Joe Smith,NBA,2008,PF,32,CLE,27,580,0.9,0.6,1.5,0.266728046
wallabe01,Ben Wallace,NBA,2008,PF,33,CLE,22,578,0.2,1,1.2,-0.029019292
szczewa02,Wally Szczerbiak,NBA,2008,SF,30,CLE,25,556,0,0.5,0.5,-0.682240011
jonesdw02,Dwayne Jones,NBA,2008,PF,24,CLE,56,472,0.5,0.7,1.2,0.196371789
snower01,Eric Snow,NBA,2008,PG,34,CLE,22,305,-0.4,0.3,-0.1,-0.748530941
brownsh01,Shannon Brown,NBA,2008,SG,22,CLE,15,218,-0.5,0.2,-0.2,-0.663540148
marshdo01,Donyell Marshall,NBA,2008,PF,34,CLE,11,156,-0.1,0.2,0.1,-0.231707629
simmoce01,Cedric Simmons,NBA,2008,PF,22,CLE,7,68,-0.2,0.1,-0.1,-0.244590505
thomabi01,Billy Thomas,NBA,2008,SF,32,CLE,7,34,-0.1,0,-0.1,-0.172295252
nichode01,Demetris Nichols,NBA,2008,SF,23,CLE,3,14,-0.2,0,-0.2,-0.229768633
dickeka01,Kaniel Dickens,NBA,2008,PF,29,CLE,5,12,0,0,0,-0.025515971
allrela01,Lance Allred,NBA,2008,C,26,CLE,3,10,0,0,0,-0.02126331
nowitdi01,Dirk Nowitzki,NBA,2008,PF,29,DAL,77,2769,8.9,4,12.9,7.012189584
howarjo01,Josh Howard,NBA,2008,SF,27,DAL,76,2757,4.8,3.2,8,2.137705555
terryja01,Jason Terry,NBA,2008,SG,30,DAL,82,2579,6.1,2.5,8.6,3.116192466
dampier01,Erick Dampier,NBA,2008,C,32,DAL,72,1755,3.3,2.8,6,2.268289173
bassbr01,Brandon Bass,NBA,2008,C,22,DAL,79,1557,2.4,1.9,4.3,0.989302702
stackje01,Jerry Stackhouse,NBA,2008,SG,33,DAL,58,1412,1.2,1.1,2.3,-0.702379309
harride01,Devin Harris,NBA,2008,PG,24,DAL,39,1184,2.6,1.3,3.9,1.382424149
kiddja01,Jason Kidd,NBA,2008,PG,34,DAL,29,1011,1.6,1.7,3.3,1.150279404
jonesed02,Eddie Jones,NBA,2008,SG,36,DAL,47,922,0.1,1,1.1,-0.860477141
diopde01,DeSagana Diop,NBA,2008,C,26,DAL,52,894,1,1.5,2.6,0.699060126
georgde01,Devean George,NBA,2008,SF,30,DAL,53,821,-0.3,1,0.7,-1.045717715
hassetr01,Trenton Hassell,NBA,2008,SG,28,DAL,37,463,-0.1,0.4,0.3,-0.684491232
bareajo01,Jose Barea,NBA,2008,PG,23,DAL,44,460,0,0.5,0.5,-0.47811224
howarju01,Juwan Howard,NBA,2008,PF,34,DAL,50,353,-0.3,0.4,0.1,-0.650594827
allenma01,Malik Allen,NBA,2008,PF,29,DAL,25,333,0.3,0.4,0.7,-0.008068208
wrighan01,Antoine Wright,NBA,2008,SG,23,DAL,15,176,0,0.2,0.2,-0.174234248
luety01,Tyronn Lue,NBA,2008,PG,30,DAL,17,172,0.2,0.1,0.3,-0.065728924
agerma01,Maurice Ager,NBA,2008,SG,23,DAL,12,77,-0.3,0,-0.3,-0.463727484
magloja01,Jamaal Magloire,NBA,2008,C,29,DAL,7,27,-0.2,0,-0.1,-0.157410936
fazekni01,Nick Fazekas,NBA,2008,PF,22,DAL,4,9,0,0,0,-0.019136979
iversal01,Allen Iverson,NBA,2008,SG,32,DEN,82,3424,8.9,2.8,11.6,4.319442808
anthoca01,Carmelo Anthony,NBA,2008,SF,23,DEN,77,2806,5.2,3,8.2,2.233515339
cambyma01,Marcus Camby,NBA,2008,C,33,DEN,79,2758,2.6,5.9,8.5,2.635579224
martike01,Kenyon Martin,NBA,2008,PF,30,DEN,71,2159,2,3,5,0.409251467
cartean01,Anthony Carter,NBA,2008,PG,32,DEN,70,1960,1.6,2.2,3.8,-0.367608673
kleizli01,Linas Kleiza,NBA,2008,SF,23,DEN,79,1889,3.1,1.6,4.7,0.683360825
najered01,Eduardo Najera,NBA,2008,PF,31,DEN,78,1664,2.1,2,4.1,0.56178529
smithjr01,J.R. Smith,NBA,2008,SG,22,DEN,74,1421,2.5,1.3,3.7,0.678483712
diawaya01,Yakhouba Diawara,NBA,2008,SG,25,DEN,54,542,0.5,0.3,0.7,-0.452471378
atkinch01,Chucky Atkins,NBA,2008,SG,33,DEN,24,352,0.1,0.2,0.3,-0.448468496
hilarne01,Nene Hilario,NBA,2008,PF,25,DEN,16,266,-0.1,0.4,0.3,-0.265604034
jonesbo02,Bobby Jones,NBA,2008,C,24,DEN,25,222,0.1,0.2,0.3,-0.172045472
wilksmi01,Mike Wilks,NBA,2008,PG,28,DEN,8,122,0,0.1,0.1,-0.159412377
huntest01,Steven Hunter,NBA,2008,C,26,DEN,19,120,0,0.1,0.1,-0.155159715
wafervo01,Von Wafer,NBA,2008,SG,22,DEN,21,90,-0.5,0.1,-0.4,-0.591369786
mccoyje01,Jelani McCoy,NBA,2008,C,30,DEN,6,33,-0.1,0.1,0,-0.070168922
greenta01,Taurean Green,NBA,2008,SG,21,DEN,9,30,0,0,0,-0.063789929
princta01,Tayshaun Prince,NBA,2008,SF,27,DET,82,2694,4.3,3.2,7.5,1.771664406
billuch01,Chauncey Billups,NBA,2008,PG,31,DET,78,2522,10.2,3.4,13.5,8.13739333
hamilri01,Richard Hamilton,NBA,2008,SG,29,DET,72,2424,4.8,2.9,7.7,2.545773764
wallara01,Rasheed Wallace,NBA,2008,C,33,DET,77,2346,2.5,5.1,7.6,2.611627578
mcdyean01,Antonio McDyess,NBA,2008,PF,33,DET,78,2285,2.4,4.3,6.7,1.841333766
maxieja01,Jason Maxiell,NBA,2008,C,24,DET,82,1768,3.4,2.9,6.3,2.540646871
hayesja01,Jarvis Hayes,NBA,2008,SF,26,DET,82,1287,1,1.9,2.9,0.16341206
stuckro01,Rodney Stuckey,NBA,2008,PG,21,DET,57,1081,0.4,1.6,2,-0.298563763
afflaar01,Arron Afflalo,NBA,2008,SG,22,DET,75,970,0.5,1.4,1.9,-0.162541027
johnsam01,Amir Johnson,NBA,2008,PF,20,DET,62,764,1.1,1.9,3,1.37548315
murraro01,Ronald Murray,NBA,2008,PG,28,DET,19,347,-0.2,0.4,0.3,-0.437836842
dixonju01,Juan Dixon,NBA,2008,PG,29,DET,17,244,0.1,0.2,0.3,-0.218824753
mohamna01,Nazr Mohammed,NBA,2008,C,30,DET,21,228,0.1,0.5,0.5,0.015196542
ratlith01,Theo Ratliff,NBA,2008,C,34,DET,16,223,0.1,0.4,0.5,0.025828197
hunteli01,Lindsey Hunter,NBA,2008,PG,37,DET,24,215,-0.1,0.3,0.2,-0.257161155
herrmwa01,Walter Herrmann,NBA,2008,PF,28,DET,28,199,0.2,0.2,0.4,-0.02313986
brezepr01,Primoz Brezec,NBA,2008,C,28,DET,17,98,0.2,0.1,0.3,0.091619566
sambch01,Cheikh Samb,NBA,2008,C,23,DET,4,31,0.1,0.1,0.1,0.03408374
duprero01,Ronald Dupree,NBA,2008,SF,27,DET,1,3,0,0,0,-0.006378993
davisba01,Baron Davis,NBA,2008,PG,28,GSW,82,3196,5.9,2.8,8.7,1.904246266
ellismo01,Monta Ellis,NBA,2008,SG,22,GSW,81,3071,7.1,1.8,9,2.470037635
jacksst02,Stephen Jackson,NBA,2008,SF,29,GSW,73,2855,3.2,1.4,4.6,-1.470674878
harrial01,Al Harrington,NBA,2008,C,27,GSW,81,2190,3.7,1.7,5.4,0.743335207
biedran01,Andris Biedrins,NBA,2008,C,21,GSW,76,2078,5.4,2.6,8,3.581484274
azubuke01,Kelenna Azubuike,NBA,2008,SG,24,GSW,81,1732,2.3,1.1,3.4,-0.282805215
barnema02,Matt Barnes,NBA,2008,PF,27,GSW,73,1414,1,1.3,2.3,-0.706631971
pietrmi01,Mickael Pietrus,NBA,2008,SF,25,GSW,66,1316,1.4,1.4,2.8,0.001748462
croshau01,Austin Croshere,NBA,2008,PF,32,GSW,44,457,0.8,0.3,1.1,0.128266753
wrighbr03,Brandan Wright,NBA,2008,PF,20,GSW,38,376,0.8,0.3,1.1,0.300499561
watsocj01,C.J. Watson,NBA,2008,PG,23,GSW,32,368,0.3,0.1,0.4,-0.382489792
belinma01,Marco Belinelli,NBA,2008,PG,21,GSW,33,241,0,0,0,-0.51244576
mbengdj01,Didier Ilunga-Mbenga,NBA,2008,C,27,GSW,16,130,0,0.1,0.1,-0.176423024
webbech01,Chris Webber,NBA,2008,PF,34,GSW,9,126,-0.1,0.2,0.1,-0.1679177
obryapa01,Patrick O'Bryant,NBA,2008,C,21,GSW,24,99,0.1,0.2,0.2,-0.010506765
hudsotr01,Troy Hudson,NBA,2008,PG,31,GSW,9,93,-0.2,0,-0.1,-0.297748779
perovko01,Kosta Perovic,NBA,2008,C,22,GSW,7,38,0,0,0,-0.080800576
lasmest01,Stephane Lasme,NBA,2008,SF,25,GSW,1,0,0,0,0,0
battish01,Shane Battier,NBA,2008,SF,29,HOU,80,2907,3.6,4.6,8.2,2.018755912
alstora01,Rafer Alston,NBA,2008,PG,31,HOU,74,2526,1,4,5,-0.371111994
mcgratr01,Tracy McGrady,NBA,2008,SG,28,HOU,66,2440,2,3.8,5.8,0.611752468
mingya01,Yao Ming,NBA,2008,C,27,HOU,55,2044,4.2,4.1,8.3,3.953779527
scolalu01,Luis Scola,NBA,2008,PF,27,HOU,82,2024,2.8,3.7,6.5,2.196306146
hayesch01,Chuck Hayes,NBA,2008,PF,24,HOU,79,1575,0.8,3.7,4.4,1.051028745
headlu01,Luther Head,NBA,2008,SG,25,HOU,73,1379,1.5,2,3.5,0.567789612
wellsbo01,Bonzi Wells,NBA,2008,SG,31,HOU,51,1124,-0.2,2.4,2.1,-0.289995994
landrca01,Carl Landry,NBA,2008,PF,24,HOU,42,711,2.5,1.2,3.7,2.188178691
mutomdi01,Dikembe Mutombo,NBA,2008,C,41,HOU,39,619,0.9,1.4,2.3,0.983801138
brookaa01,Aaron Brooks,NBA,2008,PG,23,HOU,51,608,0.6,0.8,1.4,0.107190779
jamesmi01,Mike James,NBA,2008,PG,32,HOU,33,537,-0.3,0.7,0.4,-0.741839723
jacksbo01,Bobby Jackson,NBA,2008,PG,34,HOU,26,498,0.4,0.8,1.2,0.141087184
novakst01,Steve Novak,NBA,2008,SF,24,HOU,35,264,0.7,0.3,1.1,0.538648628
francst01,Steve Francis,NBA,2008,PG,30,HOU,10,199,-0.2,0.3,0.2,-0.22313986
harrimi01,Mike Harris,NBA,2008,PF,24,HOU,17,159,0.1,0.3,0.5,0.161913378
snydeki01,Kirk Snyder,NBA,2008,PF,24,HOU,9,81,0.1,0.1,0.2,0.027767193
woodslo01,Loren Woods,NBA,2008,C,29,HOU,7,17,0,0,0.1,0.063852374
jonesbo02,Bobby Jones,NBA,2008,SF,24,HOU,4,9,0,0,0,-0.019136979
williju01,Justin Williams,NBA,2008,C,23,HOU,1,6,-0.1,0,-0.1,-0.112757986
greenge01,Gerald Green,NBA,2008,SF,22,HOU,1,4,0.1,0,0.1,0.091494676
dunlemi02,Mike Dunleavy,NBA,2008,SG,27,IND,82,2953,5.9,2.6,8.5,2.220944688
grangda01,Danny Granger,NBA,2008,SF,24,IND,80,2876,4.1,3.2,7.3,1.184672172
murphtr01,Troy Murphy,NBA,2008,PF,27,IND,75,2106,3.7,2.5,6.2,1.721947008
fosteje01,Jeff Foster,NBA,2008,C,31,IND,77,1884,4,2.4,6.5,2.49399248
daniema01,Marquis Daniels,NBA,2008,SG,27,IND,74,1546,-0.7,1.6,0.9,-2.387307657
rushka01,Kareem Rush,NBA,2008,SG,27,IND,71,1504,-0.2,1.2,1,-2.198001757
dienetr01,Travis Diener,NBA,2008,PG,25,IND,66,1356,1.7,0.8,2.5,-0.383304776
tinslja01,Jamaal Tinsley,NBA,2008,PG,29,IND,39,1293,-0.6,1.3,0.8,-1.949345926
onealje01,Jermaine O'Neal,NBA,2008,C,29,IND,42,1206,-0.7,1.6,0.9,-1.664355132
willish03,Shawne Williams,NBA,2008,SF,21,IND,65,967,0.4,1,1.4,-0.656162034
harrida01,David Harrison,NBA,2008,C,25,IND,55,702,-0.5,0.9,0.4,-1.092684331
murraro01,Ronald Murray,NBA,2008,PG,28,IND,23,527,-0.3,0.5,0.2,-0.920576414
owensan01,Andre Owens,NBA,2008,PG,27,IND,31,392,0.1,0.3,0.4,-0.433521735
dioguik01,Ike Diogu,NBA,2008,PF,24,IND,30,305,0.4,0.3,0.7,0.051469059
grahast01,Stephen Graham,NBA,2008,SF,25,IND,22,128,0.3,0.1,0.4,0.127829638
simsco01,Courtney Sims,NBA,2008,C,24,IND,3,11,0,0,0,-0.023389641
moblecu01,Cuttino Mobley,NBA,2008,SG,32,LAC,77,2702,0.4,1.7,2.1,-3.645346242
maggeco01,Corey Maggette,NBA,2008,SF,28,LAC,70,2502,5.1,1.8,6.9,1.579919949
thornal01,Al Thornton,NBA,2008,PF,24,LAC,79,2158,-0.5,1.6,1.1,-3.488622202
kamanch01,Chris Kaman,NBA,2008,C,25,LAC,56,2083,0.4,3.2,3.6,-0.829147381
thomati01,Tim Thomas,NBA,2008,PF,30,LAC,63,1940,0.3,1.4,1.7,-2.425082054
knighbr01,Brevin Knight,NBA,2008,PG,32,LAC,74,1674,0.5,1.6,2.1,-1.45947802
rossqu01,Quinton Ross,NBA,2008,SG,26,LAC,76,1505,-0.3,1,0.7,-2.500128088
poweljo01,Josh Powell,NBA,2008,C,25,LAC,64,1228,0.1,1,1.1,-1.511134413
dickada01,Dan Dickau,NBA,2008,PG,29,LAC,67,1040,0.9,0.6,1.5,-0.711384194
cassesa01,Sam Cassell,NBA,2008,PG,38,LAC,38,975,0.8,0.6,1.4,-0.673172682
parkesm01,Smush Parker,NBA,2008,PG,26,LAC,19,409,-0.7,0.3,-0.4,-1.269669361
patteru01,Ruben Patterson,NBA,2008,SF,32,LAC,20,327,-0.4,0.4,0.1,-0.595310222
williaa01,Aaron Williams,NBA,2008,C,36,LAC,30,297,0,0.4,0.4,-0.231520294
brandel01,Elton Brand,NBA,2008,PF,28,LAC,8,274,0.2,0.3,0.5,-0.082614682
